,tweet_processed,Topics
68,"  you mean the vax movement not anti-vax 

the anti-covidvaccine movement isnt suppressing people from earning a living forcing people to lose their paychecks for not getting the frankenshot over a virus that has a  survival rating is",impact on people
443,introducing the th edition of state of the nordic region it departure in the covid pandemic and examines how it has affected demography labour market and economy in the nordic countries regions and municipalities ,impact on people
66,yep covidvaccine obsessives  this is what we think of you loons  we laugh about it but people are losing their jobs and freedoms for your hysteria and utter lack of scientific insight or even common sense ,impact on people
1716,as more retailers close physical stores or curtail hours as a result of covid- it is agoing to put additional pressure on other omnichannel alternatives like grocery delivery and curbside pick up,impact on people
454,"covid-: india to lift all curbs except masks social distancing from march 
ministry of health advisories will continue to guide national response to pandemic
pandemic 
",impact on people
1110,we sanitize our store regularly we sanitize our products after every touch we maintain social distancing we facilitate contactless payments we pledge to do our best for our customers,impact on people
1108,see good in all things pandemic has enabled me to stay closer to my family,impact on people
1303,the covid lockdown delivery menu kaafila restauran,impact on people
1720,worried about covid- i more worried about people panicking,impact on people
74,"this just means the vaxxes are working yeah

auspol covidvic covidaus covidvaccine covid auspol coviduk covidsa covidnsw covidqld covidwa covidnt covidtas ",impact on people
1143,religious places hold extra significance for mankind the covid lockdown in india meant religious places like this temple at patna also got shut opened today only after a government order,impact on people
396,"cdc: are covid cases going back up  of wastewater sampling sites report increase of covid in last  days
(hint hint more virus in wastewater means more infected people)
omicron newvariant potentialnewsurge
",impact on people
1170,stay home to keep your family miles away from corona virus,impact on people
1279,take care everyone corona virus was waiting for this day the attack by virus is going to be severe please all take precautions,impact on people
1167,wear masks save yourself and your loved ones,impact on people
1166,stay home stay safe,impact on people
329,"why has the previous fbi investigation been inconclusive because they could not tell others that the covid- actually originated in their own homes
covid",impact on people
400,"its around the corner newvariant covid 
stay safe",impact on people
403,"new variant of covid virus found in israel i wonder how much more the world can take hope this ain't serious serious

newvariant covid israel",impact on people
327,"can't wait for mask-off party
maskoff 
covid 
pretoria 
",impact on people
100,"we love this resource by the  on how to talk to your friends and family members about the covidvaccine vaccinessavelives getthevax

",impact on people
1284,stay home stay safe we are front liners,impact on people
1724,stores in delhi continue to voluntarily shut their doors due to coronavirus concerns,impact on people
1155,get slimmer and strong while you work from home stayhome stafit covid,impact on people
1287,stay home and stay safe during the coronavirus crisis,impact on people
1153,never stopped working on emergencies during covid crisis life goes on amid lockdown stay home and safe as long as u can but if there is a crisis we r always there,impact on people
418,"pharmacies too are flooded with people seeking medicines for coughs influenza springflu covid covidsymptoms kolkata mykolkata
",impact on people
1289,lost your job or business due to covid now it's the time to change your life stop being dependent on a job,impact on people
1722,if you temporarily lost your job check out amazon they are hiring to handle surge of coronavirus related buying,impact on people
1149,keep your employees safe as they return to work while social distancing with washable amp; reusable face masks from ifashione with the option to customise labels of the mask packs,impact on people
1291,when everyone is restarting after lockdown we never closed only because we are committed to be always there for you,impact on people
1147,when the world goes through a pandemic like these one thing is for sure we realize the importance of human lives more than ever corona covid ,impact on people
1145,wear a mask like i do,impact on people
1144,waiting for lockdown  update desperately anyone knows what happening next ,impact on people
393," the pandemic is not over; not even close the newvariant will run roughshod over unvaxxed/unmasked population (ie republicans)

still masking everywhere i go in public indoor places because idk where other people have been and whether/to what extent they're vaccinated",impact on people
545,"analyst expects sales and construction to begin ramping in  
markets sales pandemic rates corporate hotels realestate lestwarog",impact on people
1399,fight corona with safeair face mask,impact on people
347,intrigued by the idea that masks don't work because italy's number are rising masks are working extremely well in shops and public transport but there are no masks in packed hospitality venues indoors go figure italy,impact on people
10,i feel zero empathy for people choosing to lose their jobs rather than get a covidvaccine its your choice its your consequence actionshaveconsequences covid,impact on people
719,govt revokes provisions of disaster management act for covid containment measure ,impact on people
718,"alarming indeed people as such have stopped observing covid protocolsno masksit can be extremely dangerous


 ",impact on people
892,  don't know much about how ik has handled covid - good if he's done well but tbh comparing growth rates between india and pakistan is an exercise in futility you cannot compare growth rate of an economy of lt; bn with one almost x that size,impact on people
717,"covid-: disaster management act provisions revoked after  yrs wearing face masks to stay

newsalert covid 

",impact on people
716," yrs after national disaster management act  was invoked for st time to check covid spread centre revoked its implementation

 took the decision after taking into consideration overall improvement in the situation amp; preparedness of the gov to deal with pandemic ",impact on people
1863,took my st shot of covaxin will be updating about my feelings every hour under this thread,impact on people
889,"according to a report released yesterday by ministry of statistics and programme implementation india's urban unemployment rate declined to  from  

read the statistics 
by   covid unemployment covidupdates india",impact on people
887,india's urban unemployment rate falls to  after second covid wave while urban unemployment rate fell in the third quarter of  the labour force participation rate rose marginally in fact fewer female were lookin latestnews by moneycontrol ,impact on people
634,there's help for the estimated  million women with a two-year job gap caring for kids during the pandemic  powered by  has mentors and free returnship workshops to fine tune their job search interviews amp; resumes abcnow ,impact on people
11,  can sod off and be prepared for a lot of law suits the covidvaccine does not prevent transmission or infection and has no bearing on natural immunity therefore the whole policy is completely flawed let alone unethical,impact on people
884,india's urban unemployment falls but stays above pre-second wave levels while urban unemployment rate fell in the third quarter of  the labour force participation rate rose marginally in fact fewer female were loo latestnews by moneycontrol ,impact on people
883,india's urban unemployment rate falls to  after second covid wave while urban unemployment rate fell in the third quarter of  the labour force participation rate rose marginally in fact fewer female were lookin latestnews by moneycontrol ,impact on people
712,"all covid curbs to end on march  except masks amp; distancing

 download economic times app to stay updated with business news - ",impact on people
202,"ive heard stranger things of late

covidvaccine  ( ",impact on people
1548,hello may this spring is a bit different but remember better days are ahead happy friday covidlifestyle covidwave quarantine,impact on people
722,use of face mask and hand hygiene will continue to guide covid management measures  ,impact on people
627,"for wangyi
please use your conscience
pandemic ukraine bitcoin businessproposalep businessproposal wordle   toxicworkplace  ketanjibrownjackson russia pattoki happyrenjunday oafc zelensky mafsaustralia ",impact on people
781,somebody tell him infosys had the best quarters results while people were working from home people work hard when they feel comfortable either it's home or office but this british era mindset of narayanamurthy won't understand this it india ,impact on people
1453,hi i'm a designer out of a job and recently recovered from coronavirus can i send you a resume jobless unemployment covid covidwave,impact on people
782,once top on indias virus tally where these states stand now is wfh about toend ,impact on people
1455,follow social distance  stay at home fight against corona,impact on people
783,in work from home culture it is very difficult to build a culture of hard work imagination excellence intuition meritocracy discussion and debate if people work from home ,impact on people
784,"most people don't have a great wfh environment in india we pulled through in a pandemic 

offices are gateways to quiet and collaboration and productivity

is india remote-work ready",impact on people
1468,this corona shit starting to scare me tbh no ones taking it seriously,impact on people
1460,to avoid corona stop touching m-outh e-yes n-ose,impact on people
786,"it was  march  when we decided to do work-from-home for a few days those few days became two years
wfh wfhlife office covid india",impact on people
726,"also the general public now has much higher level of awareness on the covid-appropriate behavior said the chief secretaries of all states union home secretary ajay bhalla

india covid 

",impact on people
1552,i love you dearslove younot any want meprayer to you'd life yours families happines and our innocents children's life care and educationany fake coronavirus politicians or leaders or governments not stop,impact on people
790,work from home - wfh in its ending phase in indialife coming back to normalcy ,impact on people
791, in india major organization are provided wfh facility in  wfo is mandatory ,impact on people
158,"check out  
this website shows how misinformation is harming and killing so many people eye opening for sure 
misinformation covid covidvaccine ( ",impact on people
1858,senior citizens given importance in the vaccination drive,impact on people
1628,as we strive to keep you safe during this covid pandemic rest assured behind this face shields ns and the ppes,impact on people
161,"  we know that the covidvaccine does not prevent infection or transmission school is indoors as a part of the publichealth strategy to endthepandemic of covid lets remember that the vaccine is an additional tool to stopthespread of covid 
",impact on people
1625,secure your income during corona period covid covidwave,impact on people
697,"centre: no more covid- restrictions after march  but masks will stay

covid covidrestrictions centre masks 

details here: ",impact on people
671,rove plus: the great resignation why are people quitting their jobs ,impact on people
1596,thank you rajneeti ki pathshala for certificate of appreciation and recognition for my activities and humanitarian services in the fight of covid  as corona warrior social activist,impact on people
1614,i have never seen this place so mum in my entire travel life hoping to resurrect very soon lockdown pandemic,impact on people
696,india's urban unemployment falls but stays above pre-second wave levels while urban unemployment rate fell in the third quarter of  the labour force participation rate rose marginally in fact fewer female were loo latestnews by moneycontrol ,impact on people
1529,those who complain that we are locked in home should count their blessings atleast you have a home covid lockdownlifestyle,impact on people
1615,the world bicycle day aims to promote the uniqueness longevity and versatility of the bicycle it also aims to encourage people to use bicycles for a healthy lifestyle and sustainable living covid covidwave,impact on people
694,india's urban unemployment rate falls to  after second covid wave while urban unemployment rate fell in the third quarter of  the labour force participation rate rose marginally in fact fewer female were lookin latestnews by moneycontrol ,impact on people
1610,beat the heat indiafightscorona covid socialdistancing masks facemasks,impact on people
681," it makes me happy to see more boarded up windows and shut down businesses

were in a pandemic people that means your supposed to stay home

-pj",impact on people
1601,mha new guidelines to fight covid- to be effective from st june ,impact on people
692,novavaxs covid- vaccine covovax gets emergency use nod for adolescents aged - inindia ,impact on people
1605,stop covid  delhi,impact on people
691,"order: we have also placed on record the letter of ministry of family health and welfare (mohfw) which states that dm act need not be invoked anymore for covid containment measures 

",impact on people
1611,let's flatten the curve- stay home and stay safe,impact on people
1617,dear skaters lets unite in the fight against covid pandemic lets express by adding this common facebook,impact on people
1618,covid- duty at bank from basic education department covid covidwave maskupindia,impact on people
1501,home office in times of covid much needed investment for wfh infrastructure,impact on people
1485,maintaining a daily routine is the ultimate winner during a lockdown covid,impact on people
29,great discussion by dr about covid covidvaccine ivm covidtreatment lockdowns masks transmission boosters etc ,impact on people
1487,when monday feels like sunday covid lifestyle lifestylechanges,impact on people
1488,but do remember we are still under this pandemic and we need to take all necessary measures to protect ourselves,impact on people
1543,good morning lets fight the virus with a positive attitude and smile,impact on people
1538,as i have no work this lockdown can only upload some stuff,impact on people
546,"omg covid  dystopian nightmare called  public healthcare in school  i am sry but i would quit my job on the spot 
cdnpoli pandemic ",impact on people
701,covid-: disaster management act provisions revoked after  years wearing face masks to stay ,impact on people
1492,sanitizing room furnitures and fixtures every check-in and checkout  hours quarantine room for next check-in,impact on people
700,"d/a/r://in india except mask no other restrictions after march st yay
covid vaccines not mandatory centre tells supreme court
",impact on people
699,   let's also talk about infrastructure development covid vaccination coverage direct benefit transfers removing the middlemen and high level corruption bringing the importance of building toilets through swach bharat abhiyan india is a mighty now internationally no bullying,impact on people
1595,hey fellas i think as kids we loved the heroes but now as adults we understand the villains let's fight for freedomfromcovid covid lockdown,impact on people
1496,the good times will be back again let's stay positive covidtimes,impact on people
1532,all the businesses are slowly starting to get back up and running other than gyms gyms are a great way to improve immunity against covid ,impact on people
1499,fight with corona staypositive,impact on people
1853,here are the lipids used in lipid nanoparticle used the mrna biontechpfizer pfizerbiontech covidvaccine,impact on people
780,leading company for wfh mechanical design engineer in abroad in coimbatore tamil nadu india:  ,impact on people
1554,stay safe from this combo of amfan covid  konnagar,impact on people
1450,the scariest thing that has come out of covid is that people are favouring authoritarianism,impact on people
1566,stay safe and take precautions to stay healthy covid coronavirus,impact on people
1563,all these analysis cannot save the world the only way out of this is to release everyone and establish herd immunity or impose a strict two-year long stay-at-home order to prevent the deaths of millions of old people,impact on people
948,fourth wave of covid-: keep focus on five-fold strategy to check surge in cases centre tells states uts  indianews ,impact on people
1562,this is how up roadways playing with life and fallowing social distancing,impact on people
753,centre revokes disaster management act provisions for covid containment measures ,impact on people
946,fourth wave of covid-: keep focus on five-fold strategy to check surge in cases centre tells states uts ,impact on people
1420, has introduced itself with critical pandemic situation we have learnt the new lifestyle of frequently sanitizing our hands,impact on people
754,all covid- curbs to end on march  except masks distancing: centre hijabripscotthall ,impact on people
1425,covid- face mask coronavirusfacemask,impact on people
1426,newlook lockdown lockdown lockdownhaircut lockdownlook selftrimming,impact on people
591,"us could face more covid- lockdowns if cases go up again due to latest variant
unitedstates coronavirus covid pandemic lockdown newvariant",impact on people
941,fourth wave of covid-: keep focus on five-fold strategy to check surge in cases centre tells states uts ,impact on people
1851,from tuna fish to covid vaccine how container freezers used to ship seafood are given a new role,impact on people
1428,so according to who the covid pandemic will last long for atleast  years so no one can save us from disaster only we can save ourselves,impact on people
755, tells a lot about the worldwide scam related to covid that could've devastated us economically the vaccines data that were administered in those countries needs to be checked too and  should stop acting like poodle of who,impact on people
1902,a number of states are already using the covishield of serum institute in place of covaxin as part of their immunization process,impact on people
747,mha ends covid- containment measures from march ; wearing of face mask to continue ,impact on people
1652,throwback to our last trip as a family before covid precautions started gripping india,impact on people
737,centre revokes implementation of disaster management act for covid management ,impact on people
1407,need of the hour let's maintain physical distancing socialdistancing newnormal newlife postcovid challeneges,impact on people
967,will india face th wave of covid- ,impact on people
966,"china has partially locked down some of its biggest commercial centres as covid cases rise are we facing the threat of another wave in india

coronavirus chinalockdown coronavirusupdates covid",impact on people
1410,indiafightcovid lets stand together,impact on people
560,fun and engaging book grab a copy of the power of positivity now children positivity pandemic   available at amazon --gt; ,impact on people
1567,on daily basis face mask making work in progress by mother we are surely going to win this battle aginst corona virus covid stayhomestaysafe,impact on people
1411,the rate of coronavirus spread is very high in jails hundreds of inmates have already come in the clutches of this deadly virus,impact on people
567,its the eleventh hour as political and religious leaders use their power and influence toward for their own gain anyone who disagrees with them is quickly persecuted president whitehouse virus pandemic ,impact on people
1413,playing carton board with family gives you the best time covid quarantine funtimes,impact on people
744,"covid  health ministry clarifies that use of face mask and hand hygiene will continue to guide covid management measures

    covid ",impact on people
745,all covid- curbs to end on march  except masks distancing: centre - ndtv ,impact on people
1416,i follow social distancing do you,impact on people
574,i used to love  during the pandemic but her disdain for indoor masking a simple and effective covid mitigation strategy that can significantly improve public health has been concerning and frankly anti-science i really hope she returns to science not politics ,impact on people
1657,middle class family covid comedy lockdownfunny jaipur rajasthan,impact on people
937,"amid concerns about a possible covid fourth wave centre advises states and uts to continue focusing on the five-fold strategy

",impact on people
832,  ppl of india proved everybody wrong by getting mercilessly beaten oxygen deaths canned challaned loosing jobs etc for not following covid protocols while those in power were enjoying political rallies holding elections without bothering  follow any such protocols,impact on people
1446,there is a lack of ventilators in india hope you help us let's fight corona,impact on people
1437,mask our oxygen mask the choice is ours mask up india,impact on people
773, team ur airtel xstream has very poor service keep goes down now my connection is down for last  hr how could i complete my wfh job tasks plz fix if u can otherwise suggest me any other isp by urself as india doesn't have lake isps,impact on people
1585,c for coronavirus this virus belongs to a large family of viruses causing illness among humans animals indiafightscorona,impact on people
768,infosys founder narayana murthy says wfh not suitable for india wants it employees back in office,impact on people
767, it was crazy my entire family was scattered all over india and we spent lonesome days alone but wfh was there in full forcemaking us work more hours,impact on people
614,   thank you for addressing our concerns we worked throughout the pandemic now due to no cecdraws we are the ones suffering please tell    you are losing so many people who studied worked paid taxes and did not collect cerb or any help,impact on people
766,"after  years govt decides to end all covid curbs from mar : officials say however face mask distancing norms will continue

courtesy : press trust of india",impact on people
609, bc is run by shameful corporatecaptured bcpoli: cowards doing extra damage under cover of pandemic karma has its work cut out oldgrowthworthmorestanding,impact on people
1443,corona virus please stay away from us enough is enough cant bear this anymore,impact on people
932,fourth wave of covid-: 'omicron ba subvariant spreading fast as nations lift curbs' ,impact on people
1558,to win war against coronavirus we must wear masks and stay indoors,impact on people
764,"after  years government of india decides to end all covid curbs from march st  

officials say however face mask distancing norms will continue

beginning of the end of pandemic

author: noreferencepoint",impact on people
936," people rejoicing on official figures of covid going down but not understanding that many numbers' going unreported in official registers' also correct me if am wrong that rd wave affecting india was of different omicronvariant other than ba  affecting world now 
maskup",impact on people
1559,we must wear our masks right not for ourself but for our loved ones,impact on people
1431,be safe and stay at home frontlineworkers covid,impact on people
762,"covidupdate

some media reports are suggesting relaxation in mask wearing and hand hygiene covid protocols

these are untrue 

use of face mask and hand hygiene will continue to guide covid management measures

   ",impact on people
761,centre revokes disaster management act provisions for covid containment measures  indianews ,impact on people
759,"india to end covid- curbs from mar  face masks to continue coronavirus
",impact on people
776,covid report card: once top on india's virus tally where these states stand is wfh about to end ,impact on people
777,"infosys founder narayana murthy says wfh not suitable for india wants it employees back in office wfh remotework hybridwork he highlights good points but all depends on the company size culture and remote/wfh conditions 
",impact on people
730,india lifts all covid curbs masks to stay ,impact on people
1643,valgro hand sanitizer for fight against covid- kills  of germs,impact on people
778,covid report card: once top on india's virus tally where these states stand now is wfh about to end india's low covid- tally comes as infections are at record high in china south korea and eastern europe business by news ,impact on people
779,"covid report card: once top on india's virus tally where these states stand now is work from home about to end

read here: ",impact on people
772,once top on indias virus tally where these states stand is wfh about toend ,impact on people
1439,wear a mask not for you but your loved ones,impact on people
731,india to end covid- curbs from mar  face masks to continue ,impact on people
1523,as the world struggles with the covid- crisis we need your help now more than ever,lockdown
1273,look what we did during lockdown we gave a makeover to our jp nagar center,lockdown
1244,t - triumph yes we will triumph over pandemic,lockdown
1568,keep your d i s t a n c e covid kerala quarantine boring life,lockdown
1583,support tcfindia in providing ppe kits to front-line medical professionals,lockdown
1525,do you miss travelling as much as we do covid lifestylechanges pandemic lockdown,lockdown
1292,all shielded against covid help us help you jalandhar,lockdown
173, you called me an ass on  for not getting vaccinated you said you wasn't making covidvaccine political but you definitely made it personal ,lockdown
1553,army bands played at sayaji hospital as a part of honour for doctors fighting against coronavirus,lockdown
1281,after covid vaccine we need cure for this too coalcrisis covidwave,lockdown
1737,the coronavirus is a good lesson and reminder that the indian people need a new government and a reliable source of information,lockdown
1560,besides covid child mortality big challenge for india: the health system needs to track every pregnant women and every new born effectively to substantially reduce child deaths in india,lockdown
1586,i miss my before quarantine look,lockdown
332,"union health minister mansukh mandaviya inspects icmr's mobile bsl  lab india's first indigenous mobile lab
covid
coronavirus ",lockdown
196,"harmful reactions side effects to covidvaccine isnot
a symptom a dermatological surface issue

it's a physiological one
and it should concern you more personal than superficially 

there's nothing objective about an intelligence that requires human subjection amp; permissiveness ",lockdown
1275,before all this pandemic everything was normal when will we return there,lockdown
331,"our on-campus covid booster vaccine clinic is open again today

 wed rd march
from am to pm
in ego- ground floor main building

no need to register in advance but don't forget: 
photo id 
consider those around you amp; wear a mask in queues 

forusall ",lockdown
184," and disinformation =  did not tell you this part

 

       

covid covidvaccine covidvaccination vaccinepassports

they are all vaccinated ",lockdown
1546,as coronavirus has swept in and altered lives across the globe companies everywhere are quickly adjusting their operations and implementing,lockdown
330,"prime minister imran khan has said that pakistan has handled the coronavirus pandemic better than all the countries in south asia
covid imrankhan pakistan ",lockdown
208,pharmacists go to university for gt; years and have been at the front line since march  we can provide unbiased answers and depending on the province can get covid vaccines in arms pharmacists covidvaccine,lockdown
1539,staying locked inside our homes is necessary to dodge this coronavirus and maintain our physical health and we also need to embrace every bit of positivity,lockdown
178,"can't find the covidvaccine centre you want when online using the nhs website you will only get to see the nearest  to your postcode 

want to go somewhere else use the postcode of the vaccine centre itself to see availability 

   ",lockdown
1534,if you can't handle me during the quarantine period you don't deserve to be with me after quarantine,lockdown
1248,already missing the rides covid,lockdown
1551,lockdown - here is what allowed and for which zone covid - pandemic coronavirus,lockdown
197,"in other words:  is passing disinformation = 

 

       

covid covidvaccine covidvaccination vaccinepassports

they are all vaccinated ",lockdown
183,this is wonderful advice for parents who are considering the covidvaccine for kids - and important for journalists too that parents of kids in this age group need to hear the nuance ,lockdown
138,dont mind me while i feel like im dying from the covidvaccine ,lockdown
218,"  keralam should be free from wuhancoronavirus fed covid pandemic at the soonest 

it will be good for the whole of bharat  and her people 

covid covidvaccine coronavirus covidisnotover ",lockdown
260,"just noticed these health problems post taking covidvaccine anyone else observed similar issues

covid covid covidshield health chennai  ( ",lockdown
259,"genuinely one of the most convincing and terrifying studies about the covidvaccine and children 

peerreview
covid
scienceandtechnology

",lockdown
1436,this pandemic has given us a chance to think and realise what do we want this or we can become as human as our holy books has tought us,lockdown
1365,odisha plans on turning the coronavirus quarantine centres into cyclone amphan shelters,lockdown
1644,the new normal covid covid covid pandemic,lockdown
1444,lets all vow not to use covid- or coronavirus in our april fools jokestbh we dont need to joke at all right now,lockdown
1361,ramadan nights going worst due to this coronavirus locked  down,lockdown
147,philippine government tells firms they can turn away job applicants who are not vaccinated against covid as it is a valid exercise of the power of the state to safeguard the health and well-being of the people philippines covidvaccine coronavirus ,lockdown
1676,my happiness would be way more than this when this lockdown and corona would go away ,lockdown
145,philippine government tells firms they can turn away job applicants who are not vaccinated against covid as it is a valid exercise of the power of the state to safeguard the health and well-being of the people philippines covidvaccine coronavirus ,lockdown
299,but we already know that kids need covidvaccine boosters to safely return to school,lockdown
149,philippine government tells firms they can turn away job applicants who are not vaccinated against covid as it is a valid exercise of the power of the state to safeguard the health and well-being of the people philippines covidvaccine coronavirus ,lockdown
1449,indian border force officers returned to work before testing positive for coronavirus,lockdown
1451,this is really great way of applauding the real heros great work india fight against coronavirus,lockdown
248,"susan sedory ma cae executive director shares acep's recent accomplishments for members at acep including the covid- field guide which now includes new information on er covidvaccine programs to help vaccinate a population at risk
",lockdown
300,"if you're pregnant the covidvaccine helps protect you and your baby from getting seriously ill from covid

you don't need to wait until after your baby is born to get vaccinated or boosted

more info on the nhs website: ",lockdown
1457,its coronavirus all cases are serious many have already died from the virus,lockdown
1459,my friends  year old sister just died from the coronavirus if that doesnt shake you up then dont know what will,lockdown
1343,the supreme court of india says on covid vaccines no one can be forced to get vaccinated,lockdown
1342,dr gagandeep kang talks on the coronavirus the concerns in some quarters about a possible wave yet again as also on what next now for the vaccines,lockdown
148,philippine government tells firms they can turn away job applicants who are not vaccinated against covid as it is a valid exercise of the power of the state to safeguard the health and well-being of the people philippines covidvaccine coronavirus ,lockdown
1372,a troop of monkeys in india attacked a medical official and snatched away blood samples of patients who had tested positive for the novel coronavirus authorities said on friday,lockdown
1373,amidst the covid- lockdown the other side of the nature is so serene and poised blessed to have this way option to walk daily,lockdown
130,bidenmustresign covidvaccine vaccinemandates holdtheline poorcustomerservice child who has been diagnosed with an infection gets refused treatment be ,lockdown
1405,for the fight against covid we the doctors at united green hospital stand together,lockdown
272,"hello i'm writing this to talk about our missing rights and the real truth the moroccan government forced to us the minors to get vaccinated and if we're not vaccinated we couldn't go to our school
help covid covidvaccine explore",lockdown
1409,coronavirus socialdistancing postcovidlife lifestylechanges,lockdown
276,we have many unnatural elements come into our bodies in this life covid (foreign) came thru and vax (unnatural) is presented to us make a choice and learn from it we are alive some are dead were still learning for that what development takes covidvaccine unvaxxed vaxxed,lockdown
271,there is need for big pharma companies  particularly moderna  to share the mrna technology for covidvaccine manufacturing to other countries overseas to aid in more production  ,lockdown
280,we have many unnatural elements come into our bodies in this life covid (foreign) came thru and vax (unnatural) is presented to us make a choice and learn from it we are alive some are dead were still learning for that what development takes covidvaccine unvaxxed vaxxed,lockdown
267,covid completely killed every other virus and disease on this planet now that is a pandemic covid covidvaccine coronavirus,lockdown
1392,people are more distressed due to immediate health impacts of covid-,lockdown
1391,disgusting sucks quarantine lonely,lockdown
282,"why kids must avoid the mrna covid shot - dr peter mccullough

the fda approved the vax for children - before they had the data

holdtheline leaveourkidsalone covidvaccine coviduk",lockdown
283,covid is the leading cause of death for law enforcement and yet many refuse to get vaccinated vaccinessavelives covidiots covid getvaccinated covidvaccine gettheshot ,lockdown
1387,district administration gearing up to handle monsoon and corona crisis simultaneously meeting held with ndrf and army officials,lockdown
133,"let's go call to action part  fda 
covidvaccine covidvaxexposed
",lockdown
1422,a corona patient fell in love with the doctor who treated him  he took two months after that both of them got engaged in the hospital,lockdown
1424,my temple during lockdown never missed a single day like the rest that i could not go to temple,lockdown
132,"covid covidvaccine 
my body mychoice
check out cdc latest statistics less than  die as we knew before the scare tactics
covidbillionaires
milan london 
donotcomply covidvic ",lockdown
1649,let's say you woke up with a terrible cough a fever and severe body aches immediately you rush to the doctor and unfortunately you're diagnosed with covid-,lockdown
144,imam khomeini () once saidif you ever get caught in a matter you are unable to solve then look at the (greater satan) america what he is doing if the satan asks peace then do war if it's  war then make peace why iranians today forgot that coronavirus covidvaccine,lockdown
1377,i don't think we will get rid of covid so easily,lockdown
287,the vax makes your blood coagulate or clot covidvaccine antivaxx fauci antivaxxers covaxin endthemandates tatted ,lockdown
1647,doctors conducting covid- test at mahim police colony during nation wide lockdown due to coronavirus pandemic on april   in mumbai india,lockdown
1636,world against child labour  is protect children from child labour now more than ever due to covid- pandemic,lockdown
171,"how insane is this

how long b content starts showing up on the  etc whr kids r being taught that the covidvaccine gives them superpowers
cnn cia ",lockdown
1340,nobody can be forced to get covid  vaccination says supreme court,lockdown
1686,ready to against coronavirus fighting,lockdown
1490,dont panic about unemplyment during covid the biggest asset in this pandemic would be our health,lockdown
1491,the pandemic has obviously resulted in an increased amount of anxiety in the general population more so in pregnancy because of the uncertainty,lockdown
1714,hi covid- thanks for making me do more online shopping,lockdown
1493,pre-corona times our last girls day out missing you meenu missing our chats and laughter and the shared enthusiasm for the world around us,lockdown
1306,greqt step by indian government to give vaccines to senior citiens at home,lockdown
1623,let's not let the covid- pandemic hamper our yearning to learn,lockdown
1304,i would like to wish the war frontliners who are working tirelessly since the start of the covid- thank you all nurses doctors police officer and others a very happy labour day thank you for your resolute,lockdown
1622,prime minister narendra modi today sought to turn the unprecedented coronavirus crisis into an opportunity of a lifetime for india to make the nation a self-reliant economic powerhouse with the help of a massive,lockdown
1506,during this difficult time protecting our mental health is going to be central to us coping with and recovering from the coronavirus pandemic,lockdown
235,staywellthiswinter -book your fluvaccine now your doctor will invite you for a coronavirus booster if you should have one if you want to know more about vaccines you can watch this video- thanks to  ,lockdown
225,the c vaccine doesnt vaccinate you against anything but long term health and freedom covidvaccine,lockdown
1510,lets help covid hit farmers redeem their livelihoods,lockdown
166,what i want to know is who in the world enrolled their  year old kid in an experimental vaccine research project and how much were they paid  covidvaccine,lockdown
1512,my corona time goa trip video's are out to watch ghumakdi channel link is available on my profile page,lockdown
1517,corona virus do not check whether person is ministerpoliceengineer or prisoner then why no orders taken on granting parole saveprisonersgrantparole,lockdown
170,covidvaccine publicassistance  congress if you want to get everyone vaccinated we should require anyone getting public assistance such as snap medicaid tanf or unemployment to comply this will add a penalty and help ensure compliance in a health crisis,lockdown
318,could someone explain to me how novavax a protein based covidvaccine differs than the shots how does putting the whole protein ( the deadly part of covid) in any way help  drs anyone,lockdown
1297,after lockdown returning to my favourite cafe artjunagoa,lockdown
1296,covid lockdown is the newest and best reason better to be quarantined in your own home than locked down in a rented one delay no more,lockdown
219,let's beat covid- together get vaccinated and mask up over  have already participated in a covid vaccine study but we still have a long way to go and need your help clinicalresearch houstonfightscovid covidvaccine ,lockdown
1613,vairengte village level task force for covid- duty posts at mizoram,lockdown
1312,a new likely more effective bivalent covid vaccine booster expected in the fall,lockdown
111,"hey  why force customers to choose a race in order to get a covid vaccine
providing this information should be voluntary
  
racism covidvaccine ",lockdown
1703,morning everyone have a great and safe day coronavirus stoppanicbuying,lockdown
1635,please do not panic health insurance covers covid- if you don't have yoir insurance done get it now,lockdown
1465,today is my birthday i think the better way to celebrate is to donate pm cares fund for amid corona crisis,lockdown
119,"a statement has been issued by four meps who consider the issue of vaccines to be a gross violation of human rights
covidvic
covidvaccine 
novaccine
novaccinepassports 
humanrights 
eu

",lockdown
242,"ten mrna candidates for future:
the times assessed  companies that are strong candidates to make mrna vaccines
via 

vaccinequity covid astrazeneca covidvaccine pfizer moderna ",lockdown
1470,thanks to russia to send humanitarian aid to developing countries against coronavirus,lockdown
1332,covid is still very much around delighted that our community engagement is increasing the number of covid vaccine uptake let's get this going and vaccinate all children aged  and above too please get covid vaccinated,lockdown
1472,he was trying to bring awareness as if the coronavirus isn't big issue enough bruh we are stuck in our homes we know,lockdown
309,"ways to prepare your kids for the covid vaccine 
 
describe step by step what they can expect when they get a vaccine 

covid covidvaccine kidscovidvaccine ",lockdown
1630,people loss job due to lock down coronavirus coronavirus coronavirus corona covid,lockdown
239,"aka cautionary tale of why everyone needs to get their free covidvaccine 

totally preventable ",lockdown
1693,me: i don't need to stock up on food i'll just have amazon deliver whatever i need coronavirus,lockdown
1695,we have amazing cheap deals for the covid going on to help you,lockdown
238,holy shit forget the myocarditis look at what pfizers did to his hair covidvaccine covidvaxexposed ,lockdown
